DATE,COUNT,MONTH,DAY,YEAR,HOLIDAY
08/17/2017,199,8,17,2017,0
08/20/2017,107,8,20,2017,0
08/23/2017,203,8,23,2017,0
09/03/2017,74,9,3,2017,0
09/06/2017,183,9,6,2017,0
09/08/2017,199,9,8,2017,0
09/16/2017,147,9,16,2017,0
09/18/2017,188,9,18,2017,0
09/24/2017,144,9,24,2017,0
09/25/2017,188,9,25,2017,0
09/27/2017,187,9,27,2017,0
09/29/2017,240,9,29,2017,0
10/01/2017,101,10,1,2017,0
10/06/2017,201,10,6,2017,0
10/11/2017,168,10,11,2017,0
10/13/2017,213,10,13,2017,0
10/15/2017,98,10,15,2017,0
10/16/2017,210,10,16,2017,0
10/21/2017,127,10,21,2017,0
10/28/2017,155,10,28,2017,0
11/04/2017,138,11,4,2017,0
11/11/2017,148,11,11,2017,1
11/13/2017,182,11,13,2017,0
11/14/2017,210,11,14,2017,0
11/22/2017,231,11,22,2017,0
11/23/2017,82,11,23,2017,0
11/25/2017,105,11,25,2017,0
11/26/2017,85,11,26,2017,0
11/29/2017,202,11,29,2017,0
12/01/2017,207,12,1,2017,0
12/07/2017,194,12,7,2017,0
12/09/2017,147,12,9,2017,0
12/24/2017,185,12,24,2017,0
12/25/2017,134,12,25,2017,1
12/31/2017,85,12,31,2017,1
01/01/2018,95,1,1,2018,1
01/06/2018,193,1,6,2018,0
01/07/2018,115,1,7,2018,0
01/10/2018,175,1,10,2018,0
01/12/2018,154,1,12,2018,0
01/19/2018,169,1,19,2018,0
01/21/2018,72,1,21,2018,0
01/25/2018,177,1,25,2018,0
01/26/2018,185,1,26,2018,0
01/28/2018,63,1,28,2018,0
01/30/2018,141,1,30,2018,0
01/31/2018,147,1,31,2018,0
02/01/2018,117,2,1,2018,0
02/04/2018,75,2,4,2018,0
02/06/2018,180,2,6,2018,0
02/07/2018,141,2,7,2018,0
02/09/2018,154,2,9,2018,0
02/11/2018,49,2,11,2018,0
02/15/2018,161,2,15,2018,0
02/17/2018,94,2,17,2018,0
02/18/2018,109,2,18,2018,0
02/21/2018,171,2,21,2018,0
02/25/2018,93,2,25,2018,0
02/26/2018,138,2,26,2018,0
03/01/2018,142,3,1,2018,0
03/02/2018,140,3,2,2018,0
03/03/2018,95,3,3,2018,0
03/05/2018,153,3,5,2018,0
03/07/2018,159,3,7,2018,0
03/08/2018,149,3,8,2018,0
03/10/2018,103,3,10,2018,0
03/11/2018,54,3,11,2018,0
03/15/2018,237,3,15,2018,0
03/18/2018,84,3,18,2018,0
03/22/2018,163,3,22,2018,0
03/25/2018,121,3,25,2018,0
03/29/2018,184,3,29,2018,0
03/31/2018,118,3,31,2018,0
04/01/2018,65,4,1,2018,0
04/02/2018,99,4,2,2018,0
04/03/2018,132,4,3,2018,0
04/04/2018,117,4,4,2018,0
04/05/2018,133,4,5,2018,0
04/08/2018,54,4,8,2018,0
04/09/2018,160,4,9,2018,0
04/11/2018,109,4,11,2018,0
04/12/2018,162,4,12,2018,0
04/15/2018,46,4,15,2018,0
04/16/2018,165,4,16,2018,0
04/18/2018,157,4,18,2018,0
04/20/2018,182,4,20,2018,0
04/21/2018,107,4,21,2018,0
04/23/2018,150,4,23,2018,0
04/24/2018,124,4,24,2018,0
04/27/2018,196,4,27,2018,0
04/29/2018,66,4,29,2018,0
04/30/2018,191,4,30,2018,0
05/03/2018,184,5,3,2018,0
05/07/2018,170,5,7,2018,0
05/10/2018,170,5,10,2018,0
05/13/2018,75,5,13,2018,0
05/17/2018,182,5,17,2018,0
05/20/2018,69,5,20,2018,0
05/22/2018,207,5,22,2018,0
05/23/2018,161,5,23,2018,0
05/24/2018,179,5,24,2018,0
05/26/2018,109,5,26,2018,0
05/28/2018,93,5,28,2018,0
06/01/2018,211,6,1,2018,0
06/02/2018,143,6,2,2018,0
06/03/2018,79,6,3,2018,0
06/05/2018,137,6,5,2018,0
06/10/2018,57,6,10,2018,0
06/15/2018,182,6,15,2018,0
06/19/2018,162,6,19,2018,1
06/23/2018,148,6,23,2018,0
06/24/2018,72,6,24,2018,0
06/28/2018,177,6,28,2018,0
06/30/2018,125,6,30,2018,0
07/01/2018,82,7,1,2018,0
07/05/2018,136,7,5,2018,0
07/06/2018,131,7,6,2018,0
07/08/2018,82,7,8,2018,0
07/09/2018,123,7,9,2018,0
07/12/2018,153,7,12,2018,0
07/14/2018,101,7,14,2018,0
07/18/2018,157,7,18,2018,0
07/19/2018,161,7,19,2018,0
07/20/2018,164,7,20,2018,0
07/27/2018,151,7,27,2018,0
07/28/2018,124,7,28,2018,0
08/05/2018,52,8,5,2018,0
08/08/2018,128,8,8,2018,0
08/09/2018,145,8,9,2018,0
08/11/2018,102,8,11,2018,0
08/12/2018,78,8,12,2018,0
08/14/2018,147,8,14,2018,0
08/18/2018,127,8,18,2018,0
08/20/2018,147,8,20,2018,0
08/21/2018,154,8,21,2018,0
08/25/2018,93,8,25,2018,0
08/26/2018,79,8,26,2018,0
08/30/2018,172,8,30,2018,0
08/31/2018,178,8,31,2018,0
09/01/2018,112,9,1,2018,0
09/05/2018,121,9,5,2018,0
09/22/2018,85,9,22,2018,0
09/24/2018,218,9,24,2018,0
09/29/2018,135,9,29,2018,0
09/30/2018,72,9,30,2018,0
10/01/2018,80,10,1,2018,0
10/03/2018,218,10,3,2018,0
10/06/2018,122,10,6,2018,0
10/07/2018,96,10,7,2018,0
10/15/2018,91,10,15,2018,0
10/17/2018,186,10,17,2018,0
10/19/2018,194,10,19,2018,0
10/20/2018,148,10,20,2018,0
10/22/2018,178,10,22,2018,0
10/23/2018,181,10,23,2018,0
10/26/2018,207,10,26,2018,0
10/28/2018,72,10,28,2018,0
11/04/2018,93,11,4,2018,0
11/11/2018,89,11,11,2018,1
11/23/2018,142,11,23,2018,0
11/25/2018,100,11,25,2018,0
12/01/2018,147,12,1,2018,0
12/08/2018,48,12,8,2018,0
12/09/2018,87,12,9,2018,0
12/15/2018,164,12,15,2018,0
12/16/2018,92,12,16,2018,0
12/17/2018,193,12,17,2018,0
12/18/2018,174,12,18,2018,0
12/20/2018,241,12,20,2018,0
12/21/2018,225,12,21,2018,0
12/24/2018,154,12,24,2018,0
12/29/2018,110,12,29,2018,0
12/31/2018,16,12,31,2018,1
01/11/2019,100,1,11,2019,0
01/12/2019,55,1,12,2019,0
01/13/2019,19,1,13,2019,0
01/14/2019,24,1,14,2019,0
01/17/2019,18,1,17,2019,0
01/18/2019,57,1,18,2019,0
01/19/2019,26,1,19,2019,0
